File,Message,Line,Severity
phpmyadmin/js/server/variables.js,"TypeError can be thrown as ""data"" might be null or undefined here.",109,MAJOR
phpmyadmin/js/table/chart.js,"TypeError can be thrown as ""data"" might be null or undefined here.",382,MAJOR
phpmyadmin/js/table/operations.js,"TypeError can be thrown as ""data"" might be null or undefined here.",48,MAJOR
phpmyadmin/js/table/operations.js,"TypeError can be thrown as ""data"" might be null or undefined here.",71,MAJOR
phpmyadmin/js/table/operations.js,"TypeError can be thrown as ""data"" might be null or undefined here.",121,MAJOR
phpmyadmin/js/table/operations.js,"TypeError can be thrown as ""data"" might be null or undefined here.",247,MAJOR
phpmyadmin/js/table/operations.js,"TypeError can be thrown as ""data"" might be null or undefined here.",281,MAJOR
phpmyadmin/js/table/operations.js,"TypeError can be thrown as ""data"" might be null or undefined here.",316,MAJOR
phpmyadmin/js/table/relation.js,"TypeError can be thrown as ""data"" might be null or undefined here.",115,MAJOR
phpmyadmin/js/table/structure.js,"TypeError can be thrown as ""data"" might be null or undefined here.",228,MAJOR
phpmyadmin/js/table/zoom_plot_jqplot.js,"TypeError can be thrown as ""data"" might be null or undefined here.",388,MAJOR
phpmyadmin/libraries/classes/Controllers/Server/DatabasesController.php,Review the data-flow - use of uninitialized value.,122,MAJOR
phpmyadmin/test/classes/TableTest.php,"Identical sub-expressions on both sides of operator ""===""",59,MAJOR
phpmyadmin/js/navigation.js,"TypeError can be thrown as ""data"" might be null or undefined here.",189,MAJOR
phpmyadmin/js/database/search.js,"TypeError can be thrown as ""data"" might be null or undefined here.",241,MAJOR
phpmyadmin/js/table/select.js,"TypeError can be thrown as ""data"" might be null or undefined here.",179,MAJOR
phpmyadmin/libraries/classes/ReplicationGui.php,"The return value of ""strtok"" must be used.",320,MAJOR
phpmyadmin/libraries/classes/ReplicationGui.php,"The return value of ""strtok"" must be used.",326,MAJOR
phpmyadmin/js/vendor/codemirror/lib/codemirror.js,"TypeError can be thrown as ""lines"" might be null or undefined here.",6191,MAJOR
phpmyadmin/js/vendor/tracekit.js,"Do not use ""undefined"" to declare a parameter - use another name.",6,MAJOR
phpmyadmin/js/vendor/openlayers/src/openlayers/lib/OpenLayers/Format/WCSCapabilities/v1_0_0.js,Rename or remove duplicate property name 'name'.,142,MAJOR
phpmyadmin/js/vendor/openlayers/src/openlayers/lib/OpenLayers/Format/WCSCapabilities/v1_0_0.js,Rename or remove duplicate property name 'label'.,145,MAJOR
phpmyadmin/js/vendor/openlayers/src/openlayers/lib/OpenLayers/Format/WMTSCapabilities.js,"TypeError can be thrown as ""style"" might be null or undefined here.",212,MAJOR
phpmyadmin/js/vendor/openlayers/src/openlayers/lib/OpenLayers/Renderer/SVG.js,"TypeError can be thrown as ""src"" might be null or undefined here.",340,MAJOR
phpmyadmin/js/vendor/openlayers/src/openlayers/lib/deprecated.js,"TypeError can be thrown as ""src"" might be null or undefined here.",5134,MAJOR
phpmyadmin/js/vendor/jqplot/plugins/jqplot.dateAxisRenderer.js,"TypeError can be thrown as ""daTickInterval"" might be null or undefined here.",488,MAJOR
phpmyadmin/js/vendor/openlayers/src/openlayers/lib/OpenLayers/Control/Graticule.js,"TypeError can be thrown as ""labelPoint"" might be null or undefined here.",319,MAJOR
phpmyadmin/js/vendor/openlayers/src/openlayers/lib/OpenLayers/Format/ArcXML.js,"Fix this expression; length of ""query.where"" is always greater or equal to zero.",347,MAJOR
phpmyadmin/js/vendor/openlayers/src/openlayers/lib/OpenLayers/Format/GeoJSON.js,"Change this condition so that it does not always evaluate to ""false""; some subsequent code is never executed.",459,MAJOR
phpmyadmin/js/vendor/openlayers/src/openlayers/lib/OpenLayers/Format/GeoJSON.js,"Add parentheses to perform ""instanceof"" operator before logical NOT operator.",459,CRITICAL
phpmyadmin/js/vendor/openlayers/src/openlayers/lib/OpenLayers/Format/Text.js,"TypeError can be thrown as ""style"" might be null or undefined here.",116,MAJOR
phpmyadmin/js/vendor/openlayers/src/openlayers/lib/OpenLayers/Geometry/LineString.js,"TypeError can be thrown as ""vert2"" might be null or undefined here.",330,MAJOR
phpmyadmin/js/vendor/openlayers/src/openlayers/lib/OpenLayers/Renderer/VML.js,"TypeError can be thrown as ""fill"" might be null or undefined here.",299,MAJOR
phpmyadmin/js/server/status/monitor.js,"TypeError can be thrown as ""data"" might be null or undefined here.",2085,MAJOR
phpmyadmin/js/vendor/jquery/jquery-ui-timepicker-addon.js,"Change this condition so that it does not always evaluate to ""false""; some subsequent code is never executed.",1875,MAJOR
phpmyadmin/js/vendor/jquery/jquery-ui-timepicker-addon.js,"Change this condition so that it does not always evaluate to ""false""; some subsequent code is never executed.",1883,MAJOR
phpmyadmin/js/vendor/jquery/jquery-ui-timepicker-addon.js,"TypeError can be thrown as ""date"" might be null or undefined here.",2215,MAJOR
phpmyadmin/js/server/status/sorter.js,"TypeError can be thrown as ""$table"" might be null or undefined here.",18,MAJOR
phpmyadmin/js/vendor/jquery/jquery.ba-hashchange-1.3.js,"Do not use ""undefined"" to declare a parameter - use another name.",88,MAJOR
phpmyadmin/js/functions.js,"TypeError can be thrown as ""data"" might be null or undefined here.",3877,MAJOR
phpmyadmin/js/vendor/jqplot/plugins/jqplot.barRenderer.js,Refactor or remove this statement.,477,MAJOR
phpmyadmin/js/vendor/jqplot/plugins/jqplot.cursor.js,"Remove this ""delete"" operator or pass an object property to it.",1081,MINOR
phpmyadmin/js/vendor/jqplot/plugins/jqplot.cursor.js,"Remove this ""delete"" operator or pass an object property to it.",1082,MINOR
phpmyadmin/js/vendor/jqplot/jquery.jqplot.js,"Do not use ""undefined"" to declare a variable - use another name.",87,MAJOR
phpmyadmin/js/vendor/jqplot/jquery.jqplot.js,"Change this condition so that it does not always evaluate to ""false""; some subsequent code is never executed.",8826,MAJOR
phpmyadmin/js/vendor/jqplot/jquery.jqplot.js,"Remove this ""==="" check; it will always be false. Did you mean to use ""==""?",8826,MAJOR
phpmyadmin/js/vendor/jqplot/jquery.jqplot.js,"Change this condition so that it does not always evaluate to ""false""; some subsequent code is never executed.",9512,MAJOR
phpmyadmin/js/vendor/jqplot/jquery.jqplot.js,"Remove this ""==="" check; it will always be false. Did you mean to use ""==""?",9512,MAJOR
phpmyadmin/js/vendor/jqplot/plugins/jqplot.pieRenderer.js,"TypeError can be thrown as ""options"" might be null or undefined here.",391,MAJOR
phpmyadmin/js/vendor/jqplot/plugins/jqplot.pieRenderer.js,"Change this condition so that it does not always evaluate to ""false""; some subsequent code is never executed.",683,MAJOR
phpmyadmin/js/vendor/jqplot/plugins/jqplot.pieRenderer.js,"Change this condition so that it does not always evaluate to ""true""; some subsequent code is never executed.",708,MAJOR
phpmyadmin/js/vendor/jqplot/plugins/jqplot.pieRenderer.js,"Change this condition so that it does not always evaluate to ""false""; some subsequent code is never executed.",752,MAJOR
phpmyadmin/js/vendor/jquery/jquery.tablesorter.js,"Change this condition so that it does not always evaluate to ""true""; some subsequent code is never executed.",522,MAJOR
